function,file
test,E:\football_v\04_Data_Processing_AI\feature_store\tests\feature_dataset_generation_test.py
test,E:\football_v\04_Data_Processing_AI\feature_store\tests\feature_ingestion_test.py
test,E:\football_v\04_Data_Processing_AI\feature_store\tests\feature_store_data_test.py
test,E:\football_v\04_Data_Processing_AI\feature_store\tests\feature_store_pipeline_test.py
test,E:\football_v\04_Data_Processing_AI\feature_store\tests\feature_store_test.py
test,E:\football_v\04_Data_Processing_AI\feature_store\tests\feature_store_v2.6_full_test.py
test,E:\football_v\04_Data_Processing_AI\feature_store\tests\historical_feature_database_test.py
test,E:\football_v\04_Data_Processing_AI\feature_store\tests\historical_feature_store_test.py
test,E:\football_v\04_Data_Processing_AI\feature_store\tests\model_feature_adapter_test.py
test,E:\football_v\04_Data_Processing_AI\feature_store\tests\postgres_runtime_test.py
test,E:\football_v\04_Data_Processing_AI\feature_store\tests\training_dataset_pipeline_test.py
decide,E:\football_v\05_AI_Intelligence_Layer\FUSION_DECISION_ENGINE\decision_manager.py
combine,E:\football_v\05_AI_Intelligence_Layer\FUSION_DECISION_ENGINE\fusion_engine.py
train,E:\football_v\05_AI_Intelligence_Layer\MODEL_ADAPTER_FRAMEWORK\adapter_base.py
predict,E:\football_v\05_AI_Intelligence_Layer\MODEL_ADAPTER_FRAMEWORK\adapter_base.py
evaluate,E:\football_v\05_AI_Intelligence_Layer\MODEL_ADAPTER_FRAMEWORK\adapter_base.py
add,E:\football_v\05_AI_Intelligence_Layer\MODEL_ADAPTER_FRAMEWORK\adapter_manager.py
analyze,E:\football_v\05_AI_Intelligence_Layer\MODEL_EVALUATION_ENGINE\error_analyzer.py
evaluate,E:\football_v\05_AI_Intelligence_Layer\MODEL_EVALUATION_ENGINE\evaluator.py
catalog,E:\football_v\05_AI_Intelligence_Layer\MODEL_REGISTRY\model_catalog.py
__init__,E:\football_v\05_AI_Intelligence_Layer\MODEL_REGISTRY\model_registry.py
register,E:\football_v\05_AI_Intelligence_Layer\MODEL_REGISTRY\model_registry.py
list_models,E:\football_v\05_AI_Intelligence_Layer\MODEL_REGISTRY\model_registry.py
status,E:\football_v\05_AI_Intelligence_Layer\MODEL_REGISTRY\model_status_manager.py
get_version,E:\football_v\05_AI_Intelligence_Layer\MODEL_REGISTRY\model_version_manager.py
save,E:\football_v\05_AI_Intelligence_Layer\SELF_REFLECTION_ENGINE\experience_manager.py
reflect,E:\football_v\05_AI_Intelligence_Layer\SELF_REFLECTION_ENGINE\reflection_engine.py
get_features,E:\football_v\05_MODEL_AI\MODEL_LAYER\feature_store_connector.py
train,E:\football_v\05_MODEL_AI\MODEL_LAYER\model_interface.py
predict,E:\football_v\05_MODEL_AI\MODEL_LAYER\model_interface.py
evaluate,E:\football_v\05_MODEL_AI\MODEL_LAYER\model_interface.py
save,E:\football_v\05_MODEL_AI\MODEL_LAYER\model_interface.py
load,E:\football_v\05_MODEL_AI\MODEL_LAYER\model_interface.py
load_model,E:\football_v\05_MODEL_AI\MODEL_LAYER\model_loader.py
__init__,E:\football_v\05_MODEL_AI\MODEL_LAYER\model_registry.py
register,E:\football_v\05_MODEL_AI\MODEL_LAYER\model_registry.py
get,E:\football_v\05_MODEL_AI\MODEL_LAYER\model_registry.py
list_models,E:\football_v\05_MODEL_AI\MODEL_LAYER\model_registry.py
__init__,E:\football_v\05_MODEL_AI\MODEL_LAYER\model_runtime.py
start,E:\football_v\05_MODEL_AI\MODEL_LAYER\model_runtime.py
stop,E:\football_v\05_MODEL_AI\MODEL_LAYER\model_runtime.py
run,E:\football_v\05_MODEL_AI\MODEL_LAYER\backtest\backtest_engine.py
generate,E:\football_v\05_MODEL_AI\MODEL_LAYER\backtest\model_accuracy_report.py
record,E:\football_v\05_MODEL_AI\MODEL_LAYER\backtest\prediction_tracker.py
calculate,E:\football_v\05_MODEL_AI\MODEL_LAYER\backtest\roi_analyzer.py
__init__,E:\football_v\05_MODEL_AI\MODEL_LAYER\fusion\fusion_engine.py
fuse,E:\football_v\05_MODEL_AI\MODEL_LAYER\fusion\fusion_engine.py
normalize,E:\football_v\05_MODEL_AI\MODEL_LAYER\fusion\probability_calculator.py
__init__,E:\football_v\05_MODEL_AI\MODEL_LAYER\models\dixon_coles_model.py
train,E:\football_v\05_MODEL_AI\MODEL_LAYER\models\dixon_coles_model.py
predict,E:\football_v\05_MODEL_AI\MODEL_LAYER\models\dixon_coles_model.py
__init__,E:\football_v\05_MODEL_AI\MODEL_LAYER\models\elo_model.py
train,E:\football_v\05_MODEL_AI\MODEL_LAYER\models\elo_model.py
predict,E:\football_v\05_MODEL_AI\MODEL_LAYER\models\elo_model.py
__init__,E:\football_v\05_MODEL_AI\MODEL_LAYER\models\poisson_model.py
train,E:\football_v\05_MODEL_AI\MODEL_LAYER\models\poisson_model.py
predict,E:\football_v\05_MODEL_AI\MODEL_LAYER\models\poisson_model.py
__init__,E:\football_v\05_MODEL_AI\MODEL_LAYER\models\xgboost_model.py
train,E:\football_v\05_MODEL_AI\MODEL_LAYER\models\xgboost_model.py
predict,E:\football_v\05_MODEL_AI\MODEL_LAYER\models\xgboost_model.py
calculate,E:\football_v\06_PREDICTION_ENGINE\confidence_calculator.py
rank,E:\football_v\06_PREDICTION_ENGINE\correct_score_calculator.py
top_scores,E:\football_v\06_PREDICTION_ENGINE\correct_score_calculator.py
poisson,E:\football_v\06_PREDICTION_ENGINE\goal_distribution.py
generate,E:\football_v\06_PREDICTION_ENGINE\goal_distribution.py
compare,E:\football_v\06_PREDICTION_ENGINE\market_probability_compare.py
predict,E:\football_v\06_PREDICTION_ENGINE\prediction_interface.py
generate_report,E:\football_v\06_PREDICTION_ENGINE\prediction_interface.py
__init__,E:\football_v\06_PREDICTION_ENGINE\prediction_registry.py
register,E:\football_v\06_PREDICTION_ENGINE\prediction_registry.py
get,E:\football_v\06_PREDICTION_ENGINE\prediction_registry.py
list,E:\football_v\06_PREDICTION_ENGINE\prediction_registry.py
__init__,E:\football_v\06_PREDICTION_ENGINE\prediction_runtime.py
start,E:\football_v\06_PREDICTION_ENGINE\prediction_runtime.py
stop,E:\football_v\06_PREDICTION_ENGINE\prediction_runtime.py
health_check,E:\football_v\06_PREDICTION_ENGINE\prediction_runtime.py
__init__,E:\football_v\06_PREDICTION_ENGINE\prediction_service.py
predict,E:\football_v\06_PREDICTION_ENGINE\prediction_service.py
status,E:\football_v\06_PREDICTION_ENGINE\prediction_service.py
calibrate,E:\football_v\06_PREDICTION_ENGINE\probability_calibrator.py
__init__,E:\football_v\06_PREDICTION_ENGINE\probability_engine.py
calculate,E:\football_v\06_PREDICTION_ENGINE\probability_engine.py
compare_market,E:\football_v\06_PREDICTION_ENGINE\probability_engine.py
analyze,E:\football_v\06_PREDICTION_ENGINE\risk_engine.py
__init__,E:\football_v\06_PREDICTION_ENGINE\score_prediction_engine.py
predict,E:\football_v\06_PREDICTION_ENGINE\score_prediction_engine.py
calculate,E:\football_v\06_PREDICTION_ENGINE\value_analyzer.py
list_models,E:\football_v\06_PREDICTION_INTELLIGENCE_ENGINE\advanced_model_connector\connector_manager.py
connect,E:\football_v\06_PREDICTION_INTELLIGENCE_ENGINE\advanced_model_connector\dixon_coles_connector.py
connect,E:\football_v\06_PREDICTION_INTELLIGENCE_ENGINE\advanced_model_connector\elo_connector.py
connect,E:\football_v\06_PREDICTION_INTELLIGENCE_ENGINE\advanced_model_connector\poisson_connector.py
connect,E:\football_v\06_PREDICTION_INTELLIGENCE_ENGINE\advanced_model_connector\xgboost_connector.py
calibrate,E:\football_v\06_PREDICTION_INTELLIGENCE_ENGINE\confidence_calibration\calibration_engine.py
check,E:\football_v\06_PREDICTION_INTELLIGENCE_ENGINE\confidence_calibration\reliability.py
calculate,E:\football_v\06_PREDICTION_INTELLIGENCE_ENGINE\confidence_engine\confidence_manager.py
calculate,E:\football_v\06_PREDICTION_INTELLIGENCE_ENGINE\knockout_extension\knockout_engine.py
connect,E:\football_v\06_PREDICTION_INTELLIGENCE_ENGINE\model_connector\model_connector.py
request,E:\football_v\06_PREDICTION_INTELLIGENCE_ENGINE\prediction_api\api_service.py
calculate,E:\football_v\06_PREDICTION_INTELLIGENCE_ENGINE\probability_engine\probability_fusion.py
calculate,E:\football_v\06_PREDICTION_INTELLIGENCE_ENGINE\real_probability_engine\fusion_calculator.py
run,E:\football_v\06_PREDICTION_INTELLIGENCE_ENGINE\real_probability_engine\probability_service.py
predict,E:\football_v\06_PREDICTION_INTELLIGENCE_ENGINE\regular_time_prediction\prediction_engine.py
evaluate,E:\football_v\06_PREDICTION_INTELLIGENCE_ENGINE\risk_engine\risk_manager.py
analyze,E:\football_v\06_PREDICTION_INTELLIGENCE_ENGINE\risk_intelligence_engine\model_conflict.py
detect,E:\football_v\06_PREDICTION_INTELLIGENCE_ENGINE\risk_intelligence_engine\upset_detector.py
predict,E:\football_v\06_PREDICTION_INTELLIGENCE_ENGINE\score_prediction\score_predictor.py
calculate,E:\football_v\06_PREDICTION_INTELLIGENCE_ENGINE\score_probability_engine\score_distribution.py
run,E:\football_v\06_PREDICTION_INTELLIGENCE_ENGINE\score_probability_engine\score_service.py
process,E:\football_v\07_AI_ORCHESTRATION_LAYER\data_pipeline\feature_pipeline.py
load,E:\football_v\07_AI_ORCHESTRATION_LAYER\data_pipeline\input_manager.py
output,E:\football_v\07_AI_ORCHESTRATION_LAYER\data_pipeline\output_pipeline.py
decide,E:\football_v\07_AI_ORCHESTRATION_LAYER\decision_interface\decision_service.py
receive,E:\football_v\07_AI_ORCHESTRATION_LAYER\learning_hook\backup_feedback_receiver_V1.0.py
connect,E:\football_v\07_AI_ORCHESTRATION_LAYER\learning_hook\experience_connector.py
select,E:\football_v\07_AI_ORCHESTRATION_LAYER\model_router\model_selector.py
route,E:\football_v\07_AI_ORCHESTRATION_LAYER\model_router\router.py
execute,E:\football_v\07_AI_ORCHESTRATION_LAYER\orchestration_core\orchestrator.py
run,E:\football_v\07_AI_ORCHESTRATION_LAYER\orchestration_core\pipeline_manager.py
schedule,E:\football_v\07_AI_ORCHESTRATION_LAYER\orchestration_core\task_scheduler.py
generate,E:\football_v\07_AI_ORCHESTRATION_LAYER\report_engine\report_generator.py
check,E:\football_v\07_AI_ORCHESTRATION_LAYER\workflow_monitor\monitor.py
track,E:\football_v\07_AI_ORCHESTRATION_LAYER\workflow_monitor\status_tracker.py
calculate,E:\football_v\07_BACKTEST_AI\accuracy_evaluator.py
evaluate,E:\football_v\07_BACKTEST_AI\backtest_engine.py
run,E:\football_v\07_BACKTEST_AI\backtest_engine.py
__init__,E:\football_v\07_BACKTEST_AI\backtest_runner.py
execute,E:\football_v\07_BACKTEST_AI\backtest_runner.py
analyze,E:\football_v\07_BACKTEST_AI\betting_result_analyzer.py
win_rate,E:\football_v\07_BACKTEST_AI\betting_result_analyzer.py
evaluate,E:\football_v\07_BACKTEST_AI\confidence_evaluator.py
score,E:\football_v\07_BACKTEST_AI\confidence_evaluator.py
analyze,E:\football_v\07_BACKTEST_AI\feature_feedback.py
suggest,E:\football_v\07_BACKTEST_AI\feature_feedback.py
load,E:\football_v\07_BACKTEST_AI\historical_match_loader.py
count,E:\football_v\07_BACKTEST_AI\historical_match_loader.py
analyze_error,E:\football_v\07_BACKTEST_AI\model_feedback.py
generate_feedback,E:\football_v\07_BACKTEST_AI\model_feedback.py
__init__,E:\football_v\07_BACKTEST_AI\optimization_scheduler.py
schedule,E:\football_v\07_BACKTEST_AI\optimization_scheduler.py
upgrade,E:\football_v\07_BACKTEST_AI\optimization_scheduler.py
load,E:\football_v\07_BACKTEST_AI\prediction_result_loader.py
evaluate,E:\football_v\07_BACKTEST_AI\probability_evaluator.py
calibration_score,E:\football_v\07_BACKTEST_AI\probability_evaluator.py
__init__,E:\football_v\07_BACKTEST_AI\roi_tracker.py
add_record,E:\football_v\07_BACKTEST_AI\roi_tracker.py
calculate,E:\football_v\07_BACKTEST_AI\roi_tracker.py
evaluate,E:\football_v\07_BACKTEST_AI\strategy_performance.py
compare,E:\football_v\07_BACKTEST_AI\strategy_performance.py
run,E:\football_v\07_BACKTEST_SYSTEM\backtest_engine\backtest_engine.py
run,E:\football_v\07_BACKTEST_SYSTEM\metrics\classification_metrics.py
run,E:\football_v\07_BACKTEST_SYSTEM\metrics\probability_metrics.py
calculate,E:\football_v\07_BACKTEST_SYSTEM\metrics\risk_metrics.py
compare,E:\football_v\07_BACKTEST_SYSTEM\model_comparison\comparison_engine.py
check,E:\football_v\07_BACKTEST_SYSTEM\model_evaluation\calibration.py
calculate,E:\football_v\07_BACKTEST_SYSTEM\model_evaluation\model_accuracy.py
calculate,E:\football_v\07_BACKTEST_SYSTEM\model_evaluation\probability_score.py
run,E:\football_v\07_BACKTEST_SYSTEM\tests\backtest_system_test.py
__init__,E:\football_v\08_DECISION_ENGINE\bankroll_manager.py
update,E:\football_v\08_DECISION_ENGINE\bankroll_manager.py
balance,E:\football_v\08_DECISION_ENGINE\bankroll_manager.py
__init__,E:\football_v\08_DECISION_ENGINE\bet_selection_engine.py
select,E:\football_v\08_DECISION_ENGINE\bet_selection_engine.py
__init__,E:\football_v\08_DECISION_ENGINE\decision_engine.py
decide,E:\football_v\08_DECISION_ENGINE\decision_engine.py
health,E:\football_v\08_DECISION_ENGINE\decision_engine.py
decide,E:\football_v\08_DECISION_ENGINE\decision_interface.py
report,E:\football_v\08_DECISION_ENGINE\decision_interface.py
__init__,E:\football_v\08_DECISION_ENGINE\decision_registry.py
register,E:\football_v\08_DECISION_ENGINE\decision_registry.py
get,E:\football_v\08_DECISION_ENGINE\decision_registry.py
list,E:\football_v\08_DECISION_ENGINE\decision_registry.py
__init__,E:\football_v\08_DECISION_ENGINE\decision_runtime.py
start,E:\football_v\08_DECISION_ENGINE\decision_runtime.py
stop,E:\football_v\08_DECISION_ENGINE\decision_runtime.py
health_check,E:\football_v\08_DECISION_ENGINE\decision_runtime.py
generate,E:\football_v\08_DECISION_ENGINE\final_decision_report.py
summary,E:\football_v\08_DECISION_ENGINE\final_decision_report.py
allocate,E:\football_v\08_DECISION_ENGINE\portfolio_strategy.py
risk_adjust,E:\football_v\08_DECISION_ENGINE\portfolio_strategy.py
analyze,E:\football_v\08_DECISION_ENGINE\risk_control_engine.py
calculate,E:\football_v\08_DECISION_ENGINE\stake_calculator.py
calculate_value,E:\football_v\08_DECISION_ENGINE\value_filter_engine.py
check_value,E:\football_v\08_DECISION_ENGINE\value_filter_engine.py
decide,E:\football_v\08_DECISION_INTELLIGENCE_LAYER\decision_core\decision_engine.py
explain,E:\football_v\08_DECISION_INTELLIGENCE_LAYER\explanation_engine\explanation_manager.py
explain,E:\football_v\08_DECISION_INTELLIGENCE_LAYER\explanation_engine\fusion_explainer.py
explain,E:\football_v\08_DECISION_INTELLIGENCE_LAYER\explanation_engine\model_explainer.py
feedback,E:\football_v\08_DECISION_INTELLIGENCE_LAYER\feedback_interface\backup\feedback_connector_V0.1_backup.py
analyze,E:\football_v\08_DECISION_INTELLIGENCE_LAYER\fusion_analysis\fusion_analyzer.py
connect,E:\football_v\08_DECISION_INTELLIGENCE_LAYER\handicap_interface\handicap_adapter.py
connect,E:\football_v\08_DECISION_INTELLIGENCE_LAYER\handicap_interface\handicap_connector.py
connect,E:\football_v\08_DECISION_INTELLIGENCE_LAYER\market_risk_interface\market_risk_adapter.py
connect,E:\football_v\08_DECISION_INTELLIGENCE_LAYER\market_risk_interface\market_risk_connector.py
collect,E:\football_v\08_DECISION_INTELLIGENCE_LAYER\raw_output_engine\raw_output_manager.py
generate,E:\football_v\08_DECISION_INTELLIGENCE_LAYER\recommendation_engine\recommendation.py
generate,E:\football_v\08_DECISION_INTELLIGENCE_LAYER\recommendation_engine\recommendation_manager.py
generate,E:\football_v\08_DECISION_INTELLIGENCE_LAYER\report_generator\decision_report.py
evaluate,E:\football_v\08_DECISION_LAYER\engine\decision_engine_V2.4.py
recommend,E:\football_v\08_DECISION_LAYER\engine\recommendation_engine.py
check,E:\football_v\08_DECISION_LAYER\monitor\decision_monitor.py
run,E:\football_v\08_DECISION_LAYER\service\decision_service.py
__init__,E:\football_v\09_AI_ORCHESTRATION_LAYER\auto_report_generator.py
create_match_report,E:\football_v\09_AI_ORCHESTRATION_LAYER\auto_report_generator.py
create_model_report,E:\football_v\09_AI_ORCHESTRATION_LAYER\auto_report_generator.py
create_roi_report,E:\football_v\09_AI_ORCHESTRATION_LAYER\auto_report_generator.py
export,E:\football_v\09_AI_ORCHESTRATION_LAYER\auto_report_generator.py
summary,E:\football_v\09_AI_ORCHESTRATION_LAYER\auto_report_generator.py
__init__,E:\football_v\09_AI_ORCHESTRATION_LAYER\model_router.py
register_model,E:\football_v\09_AI_ORCHESTRATION_LAYER\model_router.py
route,E:\football_v\09_AI_ORCHESTRATION_LAYER\model_router.py
list_models,E:\football_v\09_AI_ORCHESTRATION_LAYER\model_router.py
execute,E:\football_v\09_AI_ORCHESTRATION_LAYER\orchestration_interface.py
status,E:\football_v\09_AI_ORCHESTRATION_LAYER\orchestration_interface.py
__init__,E:\football_v\09_AI_ORCHESTRATION_LAYER\pipeline_controller.py
add_module,E:\football_v\09_AI_ORCHESTRATION_LAYER\pipeline_controller.py
execute,E:\football_v\09_AI_ORCHESTRATION_LAYER\pipeline_controller.py
info,E:\football_v\09_AI_ORCHESTRATION_LAYER\pipeline_controller.py
__init__,E:\football_v\09_AI_ORCHESTRATION_LAYER\system_health_monitor.py
register,E:\football_v\09_AI_ORCHESTRATION_LAYER\system_health_monitor.py
check,E:\football_v\09_AI_ORCHESTRATION_LAYER\system_health_monitor.py
overall_status,E:\football_v\09_AI_ORCHESTRATION_LAYER\system_health_monitor.py
__init__,E:\football_v\09_AI_ORCHESTRATION_LAYER\task_scheduler.py
register,E:\football_v\09_AI_ORCHESTRATION_LAYER\task_scheduler.py
schedule,E:\football_v\09_AI_ORCHESTRATION_LAYER\task_scheduler.py
__init__,E:\football_v\09_AI_ORCHESTRATION_LAYER\workflow_engine.py
add_step,E:\football_v\09_AI_ORCHESTRATION_LAYER\workflow_engine.py
run,E:\football_v\09_AI_ORCHESTRATION_LAYER\workflow_engine.py
decision,E:\football_v\09_APPLICATION_LAYER\api\decision_api.py
predict,E:\football_v\09_APPLICATION_LAYER\api\prediction_api.py
analyze,E:\football_v\09_APPLICATION_LAYER\interface\match_analysis.py
run,E:\football_v\09_APPLICATION_LAYER\service\football_ai_service.py
explain,E:\football_v\09_MODEL_EXPLANATION_ENGINE\dixon_coles_explainer\dixon_coles_explainer.py
explain,E:\football_v\09_MODEL_EXPLANATION_ENGINE\elo_explainer\elo_explainer.py
